reaction_id	min_flux	max_flux
E_clostridioformis_YL32_TP_cpd00027_E_clostridioformis_YL32_e0	-0.666667	0.000000
E_clostridioformis_YL32_TP_cpd00028_E_clostridioformis_YL32_e0	0.000000	0.029202
E_clostridioformis_YL32_TP_cpd00030_E_clostridioformis_YL32_e0	-0.002205	-0.001984
E_clostridioformis_YL32_TP_cpd00034_E_clostridioformis_YL32_e0	-0.002205	-0.001984
E_clostridioformis_YL32_TP_cpd00039_E_clostridioformis_YL32_e0	-1.000000	6.406498
E_clostridioformis_YL32_TP_cpd00041_E_clostridioformis_YL32_e0	-1.333333	13.479662
E_clostridioformis_YL32_TP_cpd00048_E_clostridioformis_YL32_e0	-0.002205	-0.001984
E_clostridioformis_YL32_TP_cpd00051_E_clostridioformis_YL32_e0	-0.666667	3.183615
E_clostridioformis_YL32_TP_cpd00053_E_clostridioformis_YL32_e0	0.000000	7.406498
E_clostridioformis_YL32_TP_cpd00064_E_clostridioformis_YL32_e0	0.000000	7.406498
E_clostridioformis_YL32_TP_cpd00098_E_clostridioformis_YL32_e0	0.000000	0.000000
E_clostridioformis_YL32_TP_cpd00105_E_clostridioformis_YL32_e0	0.000000	52.404372
E_clostridioformis_YL32_TP_cpd00107_E_clostridioformis_YL32_e0	-1.333333	13.479662
E_clostridioformis_YL32_TP_cpd00108_E_clostridioformis_YL32_e0	-0.033333	0.033333
E_clostridioformis_YL32_TP_cpd00118_E_clostridioformis_YL32_e0	0.000000	7.700563
E_clostridioformis_YL32_TP_cpd00119_E_clostridioformis_YL32_e0	-0.027184	-0.024466
E_clostridioformis_YL32_TP_cpd00129_E_clostridioformis_YL32_e0	-1.666667	13.146329
E_clostridioformis_YL32_TP_cpd00149_E_clostridioformis_YL32_e0	-0.002205	-0.001984
E_clostridioformis_YL32_TP_cpd00154_E_clostridioformis_YL32_e0	0.000000	0.000000
E_clostridioformis_YL32_TP_cpd00156_E_clostridioformis_YL32_e0	-1.000000	13.812995
E_clostridioformis_YL32_TP_cpd00161_E_clostridioformis_YL32_e0	-0.666667	14.146329
