reaction_id	flux
B_caecimuris_I48_rxn01434_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01439_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01441_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01445_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01446_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01447_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01457_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01464_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01465_B_caecimuris_I48_c0	-1.063565
B_caecimuris_I48_rxn01484_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01507_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01509_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01510_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01512_B_caecimuris_I48_c0	0.042344
B_caecimuris_I48_rxn01513_B_caecimuris_I48_c0	0.027160
B_caecimuris_I48_rxn01515_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01516_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01517_B_caecimuris_I48_c0	-0.746414
B_caecimuris_I48_rxn01518_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01519_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01520_B_caecimuris_I48_c0	0.088182
B_caecimuris_I48_rxn01521_B_caecimuris_I48_c0	0.658232
B_caecimuris_I48_rxn01539_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01544_B_caecimuris_I48_c0	-0.487122
B_caecimuris_I48_rxn01548_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01564_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01575_B_caecimuris_I48_c0	-0.303464
B_caecimuris_I48_rxn01601_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01602_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01603_B_caecimuris_I48_c0	0.000000
